Rank	Gene.ID	AUC value	Avg. Diff.1	Power2	Pct.13	Pct.24	p.value	Cluster.ID	Associated.Cell.Population	Surface Marker5
552	MED12L	0.86	2.01	0.72	0.8	0.097	1.06E-17	DC5	New population: AXL+SIGLEC6+	0
553	ALDH2	0.86	1.07	0.71	0.967	0.715	7.73E-16	DC5	New population: AXL+SIGLEC6+	0
554	LTK	0.85	2.18	0.7	0.767	0.087	6.44E-20	DC5	New population: AXL+SIGLEC6+	1
555	DPYSL2	0.85	1	0.7	1	0.927	8.56E-09	DC5	New population: AXL+SIGLEC6+	0
556	LGMN	0.85	1.19	0.7	1	0.631	1.09E-13	DC5	New population: AXL+SIGLEC6+	1
557	IRF4	0.83	1.09	0.67	0.967	0.43	1.94E-13	DC5	New population: AXL+SIGLEC6+	0
558	6-Sep	0.83	1.33	0.67	0.967	0.688	3.03E-11	DC5	New population: AXL+SIGLEC6+	0
559	PLAC8	0.83	1	0.66	1	0.919	5.27E-18	DC5	New population: AXL+SIGLEC6+	0
560	CCND3	0.82	1.01	0.65	0.967	0.806	8.35E-11	DC5	New population: AXL+SIGLEC6+	0
561	MYO1E	0.82	1.6	0.65	0.867	0.379	1.55E-10	DC5	New population: AXL+SIGLEC6+	0
562	SLC41A2	0.82	1.21	0.65	0.933	0.48	1.78E-09	DC5	New population: AXL+SIGLEC6+	1
563	SCN9A	0.82	1.35	0.64	0.867	0.393	5.75E-12	DC5	New population: AXL+SIGLEC6+	1
564	SIGLEC1	0.82	2.11	0.64	0.733	0.135	7.65E-13	DC5	New population: AXL+SIGLEC6+	1
565	CX3CR1	0.82	1.17	0.63	0.933	0.468	3.05E-12	DC5	New population: AXL+SIGLEC6+	1
566	NDRG1	0.81	1.23	0.61	0.867	0.416	1.09E-09	DC5	New population: AXL+SIGLEC6+	0
567	VASH1	0.8	1.48	0.6	0.833	0.397	1.02E-08	DC5	New population: AXL+SIGLEC6+	0
568	CD5	0.8	3.34	0.6	0.633	0.046	8.77E-17	DC5	New population: AXL+SIGLEC6+	1
569	BHLHE40	0.8	1.2	0.6	0.967	0.635	4.38E-07	DC5	New population: AXL+SIGLEC6+	0
570	SNRNP25	0.8	1.35	0.59	0.867	0.412	4.55E-09	DC5	New population: AXL+SIGLEC6+	0
571	USF2	0.8	1.33	0.59	0.833	0.305	1.13E-08	DC5	New population: AXL+SIGLEC6+	0
572	SLC20A1	0.79	1.25	0.58	0.9	0.558	1.03E-07	DC5	New population: AXL+SIGLEC6+	1
573	ATF5	0.79	1.16	0.57	0.767	0.195	2.23E-09	DC5	New population: AXL+SIGLEC6+	0
574	FAM129A	0.79	1.33	0.57	0.9	0.565	1.78E-06	DC5	New population: AXL+SIGLEC6+	0
575	KLF4	0.78	1.16	0.57	0.933	0.56	2.42E-06	DC5	New population: AXL+SIGLEC6+	0
576	RUNX2	0.78	1.07	0.56	0.9	0.434	2.45E-07	DC5	New population: AXL+SIGLEC6+	0
577	ARHGAP18	0.77	1.44	0.54	0.733	0.279	3.13E-08	DC5	New population: AXL+SIGLEC6+	0
578	APEX1	0.77	1.02	0.53	0.933	0.697	5.56E-07	DC5	New population: AXL+SIGLEC6+	0
579	ENTPD7	0.76	1.62	0.53	0.767	0.329	6.53E-08	DC5	New population: AXL+SIGLEC6+	1
580	SLC35C2	0.76	1.15	0.52	0.867	0.458	1.11E-05	DC5	New population: AXL+SIGLEC6+	1
581	CDH1	0.76	2.4	0.52	0.733	0.442	5.26E-26	DC5	New population: AXL+SIGLEC6+	1
582	GPR146	0.76	3.71	0.52	0.533	0.022	2.76E-19	DC5	New population: AXL+SIGLEC6+	1
583	BAIAP2	0.75	1.53	0.51	0.667	0.199	7.91E-09	DC5	New population: AXL+SIGLEC6+	0
584	CDKN1A	0.75	1.03	0.5	0.833	0.435	9.27E-06	DC5	New population: AXL+SIGLEC6+	0
585	UPK3A	0.75	1.7	0.5	0.667	0.264	4.58E-07	DC5	New population: AXL+SIGLEC6+	1
586	GNAQ	0.75	1.12	0.49	0.833	0.493	1.67E-05	DC5	New population: AXL+SIGLEC6+	0
587	THBD	0.74	1.16	0.49	0.767	0.367	4.02E-05	DC5	New population: AXL+SIGLEC6+	1
588	TNFSF12	0.74	1.08	0.49	0.867	0.541	0.00020316	DC5	New population: AXL+SIGLEC6+	0
589	SOX4	0.74	1.5	0.48	0.8	0.521	3.42E-07	DC5	New population: AXL+SIGLEC6+	0
590	CXCR2	0.74	3.22	0.48	0.6	0.223	8.57E-19	DC5	New population: AXL+SIGLEC6+	1
591	HIP1	0.73	1.06	0.45	0.967	0.831	5.00E-06	DC5	New population: AXL+SIGLEC6+	0
592	STX18	0.73	1.06	0.45	0.767	0.413	0.000317828	DC5	New population: AXL+SIGLEC6+	1
593	CTSW	0.72	1.42	0.44	0.6	0.157	1.72E-06	DC5	New population: AXL+SIGLEC6+	0
594	ATP2B4	0.72	1.29	0.44	0.8	0.478	0.000207465	DC5	New population: AXL+SIGLEC6+	1
595	CD72	0.72	1.83	0.43	0.567	0.176	2.81E-06	DC5	New population: AXL+SIGLEC6+	1
596	MGLL	0.72	1.29	0.43	0.667	0.308	2.86E-06	DC5	New population: AXL+SIGLEC6+	0
597	SUSD1	0.71	1.29	0.43	0.6	0.216	1.49E-08	DC5	New population: AXL+SIGLEC6+	1
598	RNF141	0.71	1.04	0.43	0.9	0.754	0.000182975	DC5	New population: AXL+SIGLEC6+	0
599	TNNI2	0.71	1.19	0.42	0.6	0.213	1.58E-05	DC5	New population: AXL+SIGLEC6+	0
600	GGTA1P	0.71	1.82	0.41	0.533	0.145	6.27E-06	DC5	New population: AXL+SIGLEC6+	0
601	C5ORF25	0.71	1.24	0.41	0.7	0.36	0.000230363	DC5	New population: AXL+SIGLEC6+	0
602	PTGDS	0.7	1.84	0.41	0.533	0.139	4.33E-06	DC5	New population: AXL+SIGLEC6+	0
603	TSEN54	0.7	1.22	0.41	0.6	0.208	4.62E-06	DC5	New population: AXL+SIGLEC6+	0
604	KLF12	0.7	1.09	0.41	0.6	0.209	7.86E-05	DC5	New population: AXL+SIGLEC6+	0
605	MYH11	0.7	1.63	0.4	0.667	0.319	2.46E-18	DC5	New population: AXL+SIGLEC6+	0
606	TXN	0.7	1.16	0.39	0.9	0.754	0.000807074	DC5	New population: AXL+SIGLEC6+	0
607	AK125727	0.7	1.3	0.39	0.8	0.718	2.74E-06	DC5	New population: AXL+SIGLEC6+	0
608	CD300LB	0.69	1.16	0.37	0.533	0.184	7.18E-09	DC5	New population: AXL+SIGLEC6+	1
609	SUCLA2	0.69	1.16	0.37	0.633	0.324	0.001418748	DC5	New population: AXL+SIGLEC6+	0
610	BIN1	0.69	1.27	0.37	0.567	0.24	0.000130401	DC5	New population: AXL+SIGLEC6+	0
611	MRPS6	0.68	1.03	0.37	0.733	0.465	0.005317493	DC5	New population: AXL+SIGLEC6+	0
612	ZNF789	0.68	1.1	0.37	0.567	0.233	0.00084164	DC5	New population: AXL+SIGLEC6+	0
613	RAD1	0.68	1.54	0.36	0.833	0.631	3.87E-08	DC5	New population: AXL+SIGLEC6+	0
614	PIM2	0.68	1.06	0.36	0.7	0.416	0.004592856	DC5	New population: AXL+SIGLEC6+	1
615	PLA2G16	0.68	1.07	0.35	0.533	0.195	4.70E-08	DC5	New population: AXL+SIGLEC6+	1
616	TBC1D9	0.68	1.25	0.35	0.6	0.344	0.000177517	DC5	New population: AXL+SIGLEC6+	0
617	ADAM33	0.67	2.28	0.34	0.633	0.382	1.37E-16	DC5	New population: AXL+SIGLEC6+	1
618	ZEB1	0.67	1.34	0.34	0.533	0.225	0.001628017	DC5	New population: AXL+SIGLEC6+	0
619	CD300LG	0.66	2.48	0.33	0.6	0.326	1.41E-20	DC5	New population: AXL+SIGLEC6+	1
620	SLC4A3	0.66	1.02	0.31	0.533	0.24	0.006763472	DC5	New population: AXL+SIGLEC6+	1
621	STAG3L4	0.64	1	0.29	0.533	0.285	0.023123139	DC5	New population: AXL+SIGLEC6+	0
622	MECR	0.63	1.21	0.26	0.733	0.566	0.001263739	DC5	New population: AXL+SIGLEC6+	0
623	COQ7	0.62	1.09	0.25	0.667	0.42	0.01491334	DC5	New population: AXL+SIGLEC6+	1
624	RBL1	0.62	1.45	0.24	0.6	0.468	0.000573392	DC5	New population: AXL+SIGLEC6+	1
625	CEP95	0.62	1.31	0.24	0.6	0.367	0.007544356	DC5	New population: AXL+SIGLEC6+	1
626	RNASEL	0.62	1.57	0.23	0.567	0.403	0.003011226	DC5	New population: AXL+SIGLEC6+	0
627	ACPP	0.61	1.15	0.22	0.567	0.407	0.069826037	DC5	New population: AXL+SIGLEC6+	1
628	SP4	0.61	1.2	0.22	0.533	0.42	0.000557127	DC5	New population: AXL+SIGLEC6+	0
629	LAX1	0.61	1.34	0.22	0.567	0.388	3.39E-08	DC5	New population: AXL+SIGLEC6+	1
630	GZMB	1	6.37	0.99	0.994	0.215	1.06E-269	DC6	pDC	0
631	IGJ	1	5.22	0.99	0.994	0.24	1.86E-272	DC6	pDC	0
632	AK128525	1	4.85	0.99	0.994	0.117	4.60E-217	DC6	pDC	0
633	SERPINF1	1	2.98	0.99	1	0.452	2.73E-155	DC6	pDC	0
634	ITM2C	0.99	3.5	0.98	0.994	0.345	7.92E-157	DC6	pDC	1
635	PLD4	0.99	2.46	0.98	1	0.785	9.21E-137	DC6	pDC	1
636	CCDC50	0.99	3.24	0.98	0.994	0.464	2.58E-169	DC6	pDC	0
637	IRF7	0.99	2.92	0.97	0.994	0.601	3.15E-145	DC6	pDC	0
638	PTPRS	0.99	3.41	0.97	0.994	0.436	3.77E-172	DC6	pDC	1
639	ALOX5AP	0.99	3.13	0.97	0.994	0.271	8.77E-178	DC6	pDC	1
640	TCF4	0.99	3.03	0.97	1	0.448	8.81E-150	DC6	pDC	0
641	BCL11A	0.98	2.23	0.95	1	0.73	6.84E-119	DC6	pDC	0
642	LILRA4	0.98	3.3	0.95	0.988	0.41	2.62E-177	DC6	pDC	1
643	PLAC8	0.97	2.18	0.95	0.994	0.9	1.49E-173	DC6	pDC	0
644	C12ORF75	0.97	3.3	0.95	0.977	0.17	4.43E-153	DC6	pDC	0
645	FAM129C	0.97	3.85	0.94	0.988	0.702	1.44E-193	DC6	pDC	0
646	CYBASC3	0.97	2.63	0.94	0.994	0.559	1.97E-116	DC6	pDC	0
647	MZB1	0.97	4.43	0.94	0.953	0.06	5.13E-145	DC6	pDC	0
648	UGCG	0.97	3.53	0.94	0.971	0.142	1.34E-132	DC6	pDC	1
649	DERL3	0.96	5.1	0.92	0.924	0.033	9.35E-147	DC6	pDC	1
650	IL3RA	0.96	3.07	0.92	0.965	0.268	1.15E-130	DC6	pDC	1
651	SPIB	0.96	2.99	0.91	0.982	0.879	4.79E-164	DC6	pDC	0
652	ZFAT	0.95	3.63	0.91	0.947	0.217	6.41E-129	DC6	pDC	0
653	SMPD3	0.95	3.99	0.91	0.93	0.182	1.09E-136	DC6	pDC	1
654	NRP1	0.95	3.89	0.9	0.936	0.219	1.96E-140	DC6	pDC	1
655	TSPAN13	0.95	3.59	0.9	0.93	0.102	3.22E-137	DC6	pDC	1
656	LIME1	0.95	3.77	0.9	0.924	0.093	7.64E-123	DC6	pDC	0
657	CLEC4C	0.95	3.32	0.9	0.942	0.186	1.29E-121	DC6	pDC	1
658	CLIC3	0.95	3.6	0.89	0.924	0.128	1.13E-117	DC6	pDC	0
659	SPCS1	0.95	1.75	0.89	0.977	0.785	8.36E-86	DC6	pDC	1
660	NPC1	0.94	2.89	0.88	0.965	0.285	2.48E-99	DC6	pDC	1
661	HIGD1A	0.94	2.06	0.88	1	0.753	1.41E-84	DC6	pDC	1
662	CTSB	0.94	1.42	0.88	1	0.963	7.02E-90	DC6	pDC	0
663	NPC2	0.94	1.29	0.87	0.994	0.958	8.04E-85	DC6	pDC	0
664	SEC61B	0.94	1.52	0.87	0.994	0.762	2.09E-80	DC6	pDC	1
665	C1ORF186	0.93	1.9	0.86	0.982	0.347	1.42E-97	DC6	pDC	1
666	TNFRSF21	0.93	3.12	0.86	0.918	0.166	1.34E-97	DC6	pDC	1
667	IRF8	0.93	1.41	0.86	1	0.923	3.34E-134	DC6	pDC	0
668	HERPUD1	0.93	1.64	0.85	0.994	0.888	3.36E-68	DC6	pDC	1
669	PLP2	0.93	1.51	0.85	1	0.748	9.41E-74	DC6	pDC	1
670	SLC15A4	0.93	2.94	0.85	0.924	0.219	9.66E-94	DC6	pDC	1
671	CD164	0.92	1.51	0.84	0.977	0.918	3.81E-74	DC6	pDC	1
672	BLNK	0.92	2.78	0.84	0.924	0.203	4.17E-93	DC6	pDC	0
673	NCF1C	0.92	2.6	0.84	0.936	0.35	3.47E-87	DC6	pDC	0
674	HSP90B1	0.92	1.27	0.83	1	0.912	9.54E-60	DC6	pDC	1
675	OGT	0.92	1.83	0.83	1	0.8	7.66E-71	DC6	pDC	0
676	SELS	0.92	2.49	0.83	0.947	0.406	1.48E-75	DC6	pDC	0
677	IRF4	0.91	2.48	0.83	0.947	0.303	3.59E-79	DC6	pDC	0
678	APP	0.91	2.47	0.82	0.959	0.513	1.07E-83	DC6	pDC	1
679	TXN	0.91	1.65	0.82	0.971	0.697	5.86E-72	DC6	pDC	0
680	RUNX2	0.91	2.24	0.81	0.953	0.303	2.78E-75	DC6	pDC	0
681	PTPRCAP	0.91	3.42	0.81	0.854	0.175	1.89E-103	DC6	pDC	0
682	GPR114	0.91	4	0.81	0.836	0.075	3.13E-102	DC6	pDC	1
683	STMN1	0.91	2.55	0.81	0.936	0.553	3.04E-87	DC6	pDC	0
684	RNASE6	0.9	1.71	0.81	0.965	0.492	1.11E-72	DC6	pDC	0
685	PFKFB2	0.9	3.1	0.8	0.871	0.156	1.70E-84	DC6	pDC	0
686	MAP1A	0.9	4.04	0.8	0.807	0.032	2.57E-107	DC6	pDC	0
687	NUCB2	0.9	2.57	0.8	0.988	0.891	2.49E-109	DC6	pDC	0
688	SSR4	0.9	1.28	0.8	0.994	0.842	6.10E-66	DC6	pDC	1
689	LAMP5	0.89	3.46	0.79	0.825	0.063	1.58E-91	DC6	pDC	1
690	NCF1	0.89	2.08	0.79	0.936	0.532	1.20E-75	DC6	pDC	0
691	B4GALT1	0.89	1.91	0.78	0.971	0.776	3.14E-72	DC6	pDC	1
692	IGFLR1	0.89	1.29	0.78	0.982	0.748	2.02E-55	DC6	pDC	1
693	NOTCH4	0.89	2.46	0.77	0.965	0.739	2.88E-90	DC6	pDC	1
694	GPR183	0.88	1.67	0.77	0.977	0.676	1.79E-62	DC6	pDC	1
695	EPHB1	0.88	3.69	0.77	0.807	0.1	1.10E-87	DC6	pDC	1
696	LOC285972	0.88	4.42	0.76	0.86	0.398	1.18E-159	DC6	pDC	0
697	MYBL2	0.88	4.48	0.76	0.772	0.023	1.73E-102	DC6	pDC	0
698	PTCRA	0.88	4.84	0.76	0.784	0.079	5.08E-112	DC6	pDC	1
699	SLA2	0.88	4.08	0.75	0.848	0.356	1.25E-132	DC6	pDC	0
700	AK093551	0.87	1.71	0.75	0.93	0.391	2.27E-59	DC6	pDC	0
701	PLXNA4	0.87	3.22	0.75	0.778	0.047	7.13E-84	DC6	pDC	1
702	SEPT1	0.87	2.81	0.74	0.836	0.228	1.66E-71	DC6	pDC	0
703	C10ORF118	0.87	2.26	0.74	0.883	0.436	9.38E-68	DC6	pDC	0
704	LILRB4	0.87	1.81	0.74	0.936	0.59	2.79E-50	DC6	pDC	1
705	GAPT	0.87	2.07	0.74	0.906	0.429	5.31E-58	DC6	pDC	0
706	IDH3A	0.87	1.57	0.73	0.953	0.673	6.83E-50	DC6	pDC	0
707	MS4A6A	0.87	1.83	0.73	0.912	0.331	5.68E-68	DC6	pDC	1
708	FMNL3	0.87	2.4	0.73	0.836	0.201	3.54E-61	DC6	pDC	0
709	SNRPN	0.87	2.15	0.73	0.889	0.443	3.24E-52	DC6	pDC	0
710	KIAA0226L	0.86	1.91	0.73	0.906	0.312	7.36E-54	DC6	pDC	0
711	BC051760	0.86	2.37	0.72	0.854	0.303	8.90E-65	DC6	pDC	0
712	ST6GALNAC4	0.86	2.7	0.72	0.807	0.156	2.15E-65	DC6	pDC	1
713	OFD1	0.86	1.98	0.72	0.924	0.406	1.64E-52	DC6	pDC	0
714	C9ORF142	0.86	1.66	0.71	0.924	0.524	4.89E-48	DC6	pDC	0
715	TGFBI	0.86	1.02	0.71	0.994	0.942	8.44E-49	DC6	pDC	0
716	SELL	0.85	1.02	0.71	0.994	0.898	2.53E-69	DC6	pDC	1
717	SIDT1	0.85	3.69	0.71	0.772	0.184	1.14E-81	DC6	pDC	1
718	TRAF4	0.85	2.91	0.7	0.749	0.1	1.49E-73	DC6	pDC	0
719	DCK	0.85	1.93	0.7	0.895	0.44	6.05E-42	DC6	pDC	0
720	ERN1	0.85	2.61	0.7	0.743	0.082	1.26E-71	DC6	pDC	1
721	TPM2	0.85	4.3	0.7	0.719	0.049	9.85E-81	DC6	pDC	0
722	PARK7	0.84	1.01	0.68	0.971	0.9	2.95E-42	DC6	pDC	0
723	TLR7	0.84	2.89	0.68	0.83	0.399	1.93E-70	DC6	pDC	1
724	CARD11	0.84	2.84	0.68	0.749	0.126	1.50E-64	DC6	pDC	0
725	DAB2	0.84	1.92	0.68	0.807	0.173	1.00E-57	DC6	pDC	0
726	ERP29	0.84	1.24	0.68	0.953	0.792	4.32E-37	DC6	pDC	0
727	PACSIN1	0.84	3.32	0.68	0.69	0.019	3.09E-84	DC6	pDC	0
728	LOC644961	0.84	1.36	0.68	0.924	0.664	1.05E-46	DC6	pDC	0
729	RABGAP1L	0.84	1.31	0.68	0.994	0.942	2.81E-45	DC6	pDC	1
730	ADAM19	0.83	1.69	0.67	0.912	0.399	7.99E-47	DC6	pDC	1
731	SORL1	0.83	2	0.67	0.865	0.343	1.17E-46	DC6	pDC	1
732	PPP1R14B	0.83	2.86	0.67	0.725	0.096	2.35E-64	DC6	pDC	0
733	SCAMP5	0.83	3.88	0.66	0.673	0.021	4.23E-80	DC6	pDC	1
734	USP24	0.83	1.76	0.66	0.918	0.415	1.08E-45	DC6	pDC	0
735	ZDHHC17	0.83	1.98	0.66	0.848	0.354	7.70E-45	DC6	pDC	1
736	CXCR3	0.83	2.25	0.65	0.784	0.264	4.48E-48	DC6	pDC	1
737	MAN2B1	0.83	1.11	0.65	0.982	0.832	7.08E-33	DC6	pDC	1
738	RNASET2	0.83	1.01	0.65	0.971	0.886	3.94E-40	DC6	pDC	0
739	FCHSD2	0.82	1.83	0.65	0.895	0.403	1.62E-42	DC6	pDC	0
740	LAIR1	0.82	1.46	0.64	0.942	0.608	1.71E-42	DC6	pDC	1
741	OVOS2	0.82	3.71	0.64	0.69	0.126	1.66E-81	DC6	pDC	0
742	P2RY14	0.82	1.77	0.64	0.86	0.385	2.18E-40	DC6	pDC	1
743	CYTH4	0.82	1.25	0.64	0.965	0.792	1.93E-42	DC6	pDC	0
744	PPM1K	0.82	2.28	0.64	0.854	0.485	8.21E-49	DC6	pDC	0
745	ABHD15	0.82	3.03	0.63	0.795	0.419	4.19E-68	DC6	pDC	0
746	EIF4A3	0.82	1.48	0.63	0.906	0.657	8.05E-35	DC6	pDC	0
747	P4HB	0.82	1.26	0.63	0.918	0.743	9.34E-30	DC6	pDC	0
748	NCF1B	0.82	2.52	0.63	0.731	0.193	3.06E-54	DC6	pDC	0
749	TSPAN3	0.82	1.63	0.63	0.871	0.532	2.03E-35	DC6	pDC	1
750	TRAM1	0.81	1.12	0.63	0.947	0.846	1.02E-26	DC6	pDC	1
751	ABPARTS	0.81	1.15	0.63	0.982	0.827	2.30E-39	DC6	pDC	0
752	COBLL1	0.81	3.58	0.62	0.795	0.448	5.72E-146	DC6	pDC	0
753	CREB3L2	0.81	1.63	0.62	0.865	0.45	6.69E-41	DC6	pDC	1
754	TMEM109	0.81	1.25	0.62	0.936	0.629	5.52E-35	DC6	pDC	1
755	SCN9A	0.81	2.11	0.61	0.789	0.299	9.08E-42	DC6	pDC	1
756	CYP46A1	0.81	2.23	0.61	0.895	0.718	4.56E-126	DC6	pDC	0
757	LGMN	0.8	1.43	0.61	0.901	0.569	4.04E-35	DC6	pDC	1
758	NGLY1	0.8	1.61	0.6	0.883	0.478	2.85E-32	DC6	pDC	1
759	C17ORF109	0.8	4.79	0.6	0.608	0.016	3.15E-83	DC6	pDC	0
760	PLA2G16	0.8	3.01	0.6	0.649	0.077	1.26E-62	DC6	pDC	1
761	SLC38A1	0.8	1.28	0.6	0.959	0.734	5.48E-37	DC6	pDC	1
762	PHEX	0.8	4.41	0.6	0.608	0.019	1.66E-74	DC6	pDC	0
763	CD99	0.8	1.21	0.6	0.889	0.585	5.00E-33	DC6	pDC	1
764	PPM1J	0.8	1.96	0.6	0.76	0.24	2.72E-37	DC6	pDC	0
765	C10ORF58	0.8	3.28	0.6	0.813	0.562	9.03E-103	DC6	pDC	0
766	KIAA0226	0.8	1.37	0.6	0.965	0.758	3.19E-35	DC6	pDC	0
767	DHRS7	0.8	1.05	0.59	0.924	0.736	3.71E-27	DC6	pDC	0
768	CNP	0.8	1.52	0.59	0.877	0.569	5.09E-31	DC6	pDC	0
769	CDCA7L	0.8	2.53	0.59	0.69	0.191	8.92E-54	DC6	pDC	0
770	SIT1	0.8	3.7	0.59	0.614	0.042	2.65E-62	DC6	pDC	1
771	TACC1	0.8	1.32	0.59	0.942	0.702	5.77E-32	DC6	pDC	0
772	RASD1	0.79	3.9	0.59	0.602	0.026	8.51E-69	DC6	pDC	0
773	TMIGD2	0.79	3.49	0.58	0.667	0.198	7.09E-77	DC6	pDC	1
774	KRT5	0.79	4.93	0.58	0.585	0.007	7.29E-74	DC6	pDC	0
775	ASPH	0.79	2.19	0.58	0.778	0.391	4.38E-42	DC6	pDC	1
776	LOC652276	0.79	1.81	0.58	0.854	0.564	5.34E-41	DC6	pDC	0
777	PDIA4	0.79	1.44	0.58	0.865	0.585	8.34E-31	DC6	pDC	0
778	AHI1	0.79	2.19	0.58	0.766	0.405	4.45E-48	DC6	pDC	0
779	GPM6B	0.79	4.02	0.58	0.608	0.054	1.27E-59	DC6	pDC	1
780	HPS4	0.79	1.04	0.58	0.953	0.793	4.02E-30	DC6	pDC	0
781	SIVA1	0.79	1.29	0.58	0.924	0.699	2.98E-26	DC6	pDC	0
782	LOC100507600	0.79	3.65	0.57	0.591	0.033	1.65E-62	DC6	pDC	0
783	UBE2J1	0.79	1.57	0.57	0.86	0.574	1.00E-31	DC6	pDC	1
784	FAM160A1	0.78	2.23	0.57	0.632	0.081	3.08E-48	DC6	pDC	0
785	IFI44L	0.78	1.71	0.57	0.789	0.405	4.14E-41	DC6	pDC	0
786	MAPKAPK2	0.78	1.92	0.57	0.661	0.126	5.33E-44	DC6	pDC	1
787	CMKLR1	0.78	3.04	0.57	0.62	0.075	2.72E-50	DC6	pDC	1
788	AX747844	0.78	1.65	0.56	0.743	0.319	1.12E-38	DC6	pDC	0
789	GGA2	0.78	1.73	0.55	0.836	0.543	5.26E-33	DC6	pDC	0
790	TP53I13	0.78	2.15	0.55	0.684	0.187	1.38E-37	DC6	pDC	1
791	CSF2RB	0.78	1.61	0.55	0.789	0.359	1.80E-31	DC6	pDC	1
792	LOC100233209	0.78	1.2	0.55	0.848	0.623	3.61E-36	DC6	pDC	0
793	TCL1A	0.78	6.54	0.55	0.585	0.063	2.67E-66	DC6	pDC	0
794	ATP2A3	0.78	2.19	0.55	0.684	0.187	1.96E-37	DC6	pDC	1
795	FLNB	0.77	1.6	0.55	0.778	0.324	3.21E-31	DC6	pDC	0
796	NEK8	0.77	3.6	0.55	0.678	0.324	4.99E-94	DC6	pDC	0
797	TBC1D4	0.77	2.89	0.55	0.608	0.091	4.49E-46	DC6	pDC	0
798	CUX2	0.77	3.01	0.54	0.55	0.011	2.17E-63	DC6	pDC	1
799	PDCD4	0.77	1.23	0.54	0.947	0.736	3.85E-23	DC6	pDC	0
800	SND1	0.77	1.1	0.54	0.924	0.681	1.89E-24	DC6	pDC	0
801	SLC2A1	0.77	1.82	0.54	0.766	0.378	9.52E-30	DC6	pDC	1
802	SMC6	0.77	1.98	0.53	0.702	0.24	1.07E-32	DC6	pDC	0
803	LY9	0.77	2.82	0.53	0.643	0.194	9.19E-44	DC6	pDC	1
804	STAMBPL1	0.77	2.58	0.53	0.86	0.643	1.07E-73	DC6	pDC	0
805	KIRREL3	0.76	2.75	0.53	0.719	0.38	3.25E-81	DC6	pDC	1
806	SCARB2	0.76	1.61	0.52	0.825	0.613	1.59E-36	DC6	pDC	1
807	EMB	0.76	1.29	0.52	0.848	0.483	9.48E-26	DC6	pDC	1
808	PAFAH2	0.76	2.74	0.52	0.784	0.517	1.74E-61	DC6	pDC	0
809	VEGFB	0.76	2.76	0.52	0.573	0.081	1.45E-47	DC6	pDC	0
810	AL833181	0.76	2.4	0.52	0.608	0.121	4.97E-38	DC6	pDC	0
811	DQ572107	0.76	2.82	0.52	0.766	0.545	1.27E-79	DC6	pDC	0
812	ZCCHC11	0.76	1.93	0.52	0.807	0.574	1.82E-38	DC6	pDC	0
813	DUSP5	0.76	2.59	0.51	0.567	0.063	9.43E-44	DC6	pDC	0
814	SLC38A2	0.76	1.21	0.51	0.918	0.669	1.02E-24	DC6	pDC	1
815	SLC7A5	0.76	2.88	0.51	0.567	0.082	1.07E-43	DC6	pDC	1
816	TTC24	0.76	3.03	0.51	0.538	0.037	5.25E-51	DC6	pDC	0
817	ANKRD36	0.76	1.53	0.51	0.889	0.772	9.64E-32	DC6	pDC	0
818	TMEM19	0.76	1.5	0.51	0.895	0.771	3.69E-29	DC6	pDC	1
819	LOC100131564	0.75	1.15	0.51	0.942	0.876	1.23E-26	DC6	pDC	0
820	CD2AP	0.75	1.7	0.51	0.684	0.229	1.27E-29	DC6	pDC	0
821	GAS6	0.75	2.11	0.51	0.661	0.222	7.62E-31	DC6	pDC	0
822	IGFBP3	0.75	5.2	0.51	0.52	0.028	5.90E-63	DC6	pDC	1
823	MIF4GD	0.75	1.29	0.5	0.83	0.487	3.03E-20	DC6	pDC	0
824	IRF2BP2	0.75	1.46	0.5	0.789	0.417	3.33E-25	DC6	pDC	0
825	CRYM	0.75	5.17	0.49	0.503	0.023	1.74E-57	DC6	pDC	0
826	DKFZP586I1420	0.75	2.39	0.49	0.614	0.177	4.14E-33	DC6	pDC	0
827	DKFZP667P0924	0.74	1.66	0.49	0.766	0.392	9.98E-25	DC6	pDC	0
828	TEX2	0.74	2.19	0.49	0.608	0.17	7.56E-32	DC6	pDC	1
829	FLJ43663	0.74	1.48	0.48	0.667	0.259	8.17E-28	DC6	pDC	0
830	FKBP2	0.74	1.21	0.48	0.772	0.504	2.87E-28	DC6	pDC	0
831	SPICE1	0.74	1.06	0.48	0.959	0.9	1.23E-25	DC6	pDC	0
832	AHNAK2	0.74	2.31	0.48	0.532	0.079	1.72E-39	DC6	pDC	0
833	ANKRD36BP1	0.74	1.16	0.48	0.93	0.715	5.62E-18	DC6	pDC	0
834	RNF5	0.74	1.5	0.48	0.702	0.438	3.20E-33	DC6	pDC	1
835	RRBP1	0.74	1.83	0.47	0.725	0.429	5.30E-29	DC6	pDC	1
836	SLC12A3	0.74	3	0.47	0.579	0.189	8.00E-44	DC6	pDC	1
837	SLC3A2	0.74	1.13	0.47	0.842	0.618	1.64E-13	DC6	pDC	1
838	SEC61G	0.73	1.17	0.47	0.795	0.608	1.56E-28	DC6	pDC	1
839	ATP13A2	0.73	2.03	0.47	0.678	0.403	9.75E-48	DC6	pDC	1
840	LRRC36	0.73	2.68	0.47	0.684	0.422	2.43E-73	DC6	pDC	0
841	AK095700	0.73	1.21	0.46	0.813	0.559	2.87E-20	DC6	pDC	0
